amount,merchant_category,payment_method,country,city,transaction_hour,is_night_transaction,scenario,fraud_label
345.25,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
93.01,Pharmacy,Net Banking,Germany,Berlin,15,0,NORMAL,0
66.37,Gaming,Wallet,Singapore,Singapore,15,0,NORMAL,0
59.15,Food,UPI,Germany,Berlin,15,0,NORMAL,0
3522.33,Electronics,Net Banking,India,Bangalore,15,0,NORMAL,0
91.31,Transportation,Credit Card,UK,London,15,0,NORMAL,0
119.77,Gaming,Debit Card,India,Mumbai,15,0,NORMAL,0
3156.72,Luxury,Debit Card,USA,Chicago,15,0,NORMAL,0
4798.61,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
54.3,Fuel,Net Banking,UK,London,15,0,NORMAL,0
4046.8,Electronics,Net Banking,India,Mumbai,15,0,SUSPICIOUS,0
2162.67,Travel,UPI,Canada,Toronto,15,0,SUSPICIOUS,0
8984.95,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
8055.61,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
113.7,Retail,Debit Card,Singapore,Singapore,15,0,NORMAL,0
1883.44,Travel,UPI,USA,Chicago,15,0,SUSPICIOUS,0
104.92,Gaming,Wallet,Canada,Toronto,15,0,NORMAL,0
64.91,Food,Wallet,USA,New York,15,0,NORMAL,0
2174.66,Electronics,Credit Card,USA,Chicago,15,0,NORMAL,0
44.49,Transportation,Net Banking,Canada,Toronto,15,0,NORMAL,0
83.33,Transportation,Debit Card,Singapore,Singapore,15,0,NORMAL,0
2374.5,Luxury,Credit Card,USA,Chicago,15,0,NORMAL,0
450.22,Retail,Debit Card,UK,London,15,0,NORMAL,0
19.64,Food,Debit Card,Singapore,Singapore,15,0,NORMAL,0
2896.8,Travel,UPI,India,Bangalore,15,0,NORMAL,0
116.55,Transportation,Credit Card,India,Mumbai,15,0,NORMAL,0
2670.44,Luxury,UPI,India,Mumbai,15,0,SUSPICIOUS,0
564.01,Electronics,Debit Card,UK,London,15,0,NORMAL,0
3234.69,Electronics,Debit Card,Singapore,Singapore,15,0,SUSPICIOUS,0
8834.14,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
27.79,Food,Net Banking,USA,Chicago,15,0,NORMAL,0
29.81,Pharmacy,Debit Card,UK,London,15,0,NORMAL,0
3787.64,Travel,Net Banking,India,Bangalore,15,0,SUSPICIOUS,0
35.68,Transportation,Wallet,UK,London,15,0,NORMAL,0
7955.97,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
5222.9,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
6771.29,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
94.93,Retail,Wallet,Singapore,Singapore,15,0,NORMAL,0
4423.05,Luxury,UPI,UK,London,15,0,NORMAL,0
61.47,Food,UPI,UK,London,15,0,NORMAL,0
64.92,Gaming,Debit Card,Germany,Berlin,15,0,NORMAL,0
138.22,Gaming,Net Banking,USA,Chicago,15,0,NORMAL,0
3464.8,Electronics,Net Banking,UK,London,15,0,NORMAL,0
198.5,Gaming,Credit Card,Canada,Toronto,15,0,NORMAL,0
75.2,Fuel,Wallet,Canada,Toronto,15,0,NORMAL,0
183.1,Gaming,Debit Card,Canada,Toronto,15,0,NORMAL,0
2426.71,Travel,UPI,Germany,Berlin,15,0,NORMAL,0
444.12,Retail,Debit Card,India,Bangalore,15,0,NORMAL,0
1789.48,Electronics,Wallet,Singapore,Singapore,15,0,NORMAL,0
3802.22,Electronics,UPI,Canada,Toronto,15,0,NORMAL,0
62.64,Food,Debit Card,Germany,Berlin,15,0,NORMAL,0
160.12,Gaming,Credit Card,Canada,Toronto,15,0,NORMAL,0
197.12,Pharmacy,Credit Card,USA,Chicago,15,0,NORMAL,0
27.19,Food,UPI,India,Mumbai,15,0,NORMAL,0
5492.09,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
121.71,Gaming,UPI,USA,New York,15,0,NORMAL,0
4234.42,Electronics,UPI,India,Mumbai,15,0,NORMAL,0
6544.9,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
4721.43,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
146.8,Fuel,UPI,India,Bangalore,15,0,NORMAL,0
90.59,Retail,Credit Card,Germany,Berlin,15,0,NORMAL,0
2054.25,Luxury,Credit Card,Singapore,Singapore,15,0,SUSPICIOUS,0
114.06,Transportation,Wallet,India,Bangalore,15,0,NORMAL,0
3976.52,Luxury,Wallet,India,Bangalore,15,0,NORMAL,0
6977.06,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
2773.59,Travel,Net Banking,India,Bangalore,15,0,NORMAL,0
28.58,Food,Credit Card,USA,New York,15,0,NORMAL,0
254.16,Retail,UPI,USA,New York,15,0,NORMAL,0
114.49,Fuel,Debit Card,Canada,Toronto,15,0,NORMAL,0
6801.85,Luxury,Debit Card,UK,London,15,0,NORMAL,0
78.4,Food,Debit Card,Germany,Berlin,15,0,NORMAL,0
3352.44,Travel,Net Banking,USA,Chicago,15,0,SUSPICIOUS,0
2951.15,Electronics,Net Banking,Singapore,Singapore,15,0,SUSPICIOUS,0
102.14,Transportation,Credit Card,Canada,Toronto,15,0,NORMAL,0
137.13,Pharmacy,Credit Card,UK,London,15,0,NORMAL,0
106.26,Fuel,Net Banking,India,Bangalore,15,0,NORMAL,0
7433.37,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
3908.2,Electronics,Credit Card,India,Bangalore,15,0,NORMAL,0
38.3,Food,Debit Card,Canada,Toronto,15,0,NORMAL,0
3679.34,Luxury,Credit Card,Germany,Berlin,15,0,NORMAL,0
109.64,Fuel,UPI,USA,Chicago,15,0,NORMAL,0
91.42,Gaming,Net Banking,USA,New York,15,0,NORMAL,0
693.66,Travel,Net Banking,Canada,Toronto,15,0,NORMAL,0
5.85,Food,Credit Card,Canada,Toronto,15,0,NORMAL,0
255.6,Retail,Wallet,India,Bangalore,15,0,NORMAL,0
77.57,Transportation,Debit Card,Singapore,Singapore,15,0,NORMAL,0
54.03,Food,Net Banking,Germany,Berlin,15,0,NORMAL,0
1787.2,Electronics,Credit Card,USA,Chicago,15,0,NORMAL,0
1602.06,Electronics,Wallet,UK,London,15,0,NORMAL,0
1575.02,Travel,Net Banking,India,Bangalore,15,0,NORMAL,0
2010.25,Electronics,Net Banking,UK,London,15,0,SUSPICIOUS,0
76.15,Transportation,UPI,UK,London,15,0,NORMAL,0
6953.97,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
146.73,Fuel,Credit Card,India,Bangalore,15,0,NORMAL,0
11.02,Food,Net Banking,India,Bangalore,15,0,NORMAL,0
145.24,Fuel,Debit Card,India,Bangalore,15,0,NORMAL,0
3204.79,Electronics,Debit Card,Canada,Toronto,15,0,NORMAL,0
4112.71,Electronics,Wallet,India,Mumbai,15,0,NORMAL,0
2980.71,Travel,Net Banking,Germany,Berlin,15,0,SUSPICIOUS,0
399.29,Retail,Debit Card,USA,Chicago,15,0,NORMAL,0
66.32,Gaming,UPI,UK,London,15,0,NORMAL,0
1463.69,Travel,UPI,USA,New York,15,0,NORMAL,0
8860.42,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
33.48,Food,Net Banking,India,Mumbai,15,0,NORMAL,0
222.34,Travel,UPI,USA,Chicago,15,0,NORMAL,0
448.71,Electronics,UPI,UK,London,15,0,NORMAL,0
2198.1,Travel,Debit Card,Singapore,Singapore,15,0,NORMAL,0
19.87,Food,Wallet,India,Bangalore,15,0,NORMAL,0
70.7,Gaming,Debit Card,Canada,Toronto,15,0,NORMAL,0
8980.48,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
145.87,Gaming,Net Banking,USA,New York,15,0,NORMAL,0
34.47,Food,Debit Card,USA,New York,15,0,NORMAL,0
3753.53,Electronics,Net Banking,USA,Chicago,15,0,NORMAL,0
1931.73,Luxury,Wallet,India,Bangalore,15,0,SUSPICIOUS,0
5213.46,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
13.76,Food,UPI,India,Bangalore,15,0,NORMAL,0
8531.79,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
264.19,Retail,Credit Card,USA,New York,15,0,NORMAL,0
3744.73,Luxury,Wallet,Germany,Berlin,15,0,NORMAL,0
2111.65,Travel,Net Banking,USA,New York,15,0,NORMAL,0
950.18,Electronics,Wallet,USA,Chicago,15,0,NORMAL,0
82.89,Gaming,Wallet,UK,London,15,0,NORMAL,0
74.81,Food,UPI,Germany,Berlin,15,0,NORMAL,0
5531.29,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
172.42,Gaming,Debit Card,Germany,Berlin,15,0,NORMAL,0
2047.03,Travel,Wallet,USA,New York,15,0,NORMAL,0
8239.65,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
158.01,Pharmacy,Net Banking,India,Mumbai,15,0,NORMAL,0
1646.18,Electronics,UPI,India,Mumbai,15,0,NORMAL,0
4030.73,Electronics,UPI,Singapore,Singapore,15,0,SUSPICIOUS,0
83.42,Transportation,UPI,Canada,Toronto,15,0,NORMAL,0
4975.67,Electronics,Net Banking,Singapore,Singapore,15,0,NORMAL,0
4104.3,Electronics,Credit Card,Canada,Toronto,15,0,SUSPICIOUS,0
810.33,Travel,Credit Card,USA,Chicago,15,0,NORMAL,0
3123.14,Electronics,Credit Card,India,Mumbai,15,0,NORMAL,0
3435.18,Electronics,Credit Card,USA,New York,15,0,SUSPICIOUS,0
1686.51,Travel,Wallet,USA,New York,15,0,NORMAL,0
92.46,Fuel,Wallet,UK,London,15,0,NORMAL,0
46.96,Food,Wallet,India,Mumbai,15,0,NORMAL,0
39.54,Pharmacy,Debit Card,Singapore,Singapore,15,0,NORMAL,0
3725.79,Luxury,UPI,USA,Chicago,15,0,NORMAL,0
2011.55,Travel,Wallet,India,Mumbai,15,0,NORMAL,0
7449.48,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
113.1,Pharmacy,Wallet,India,Mumbai,15,0,NORMAL,0
76.0,Food,Net Banking,USA,Chicago,15,0,NORMAL,0
6605.04,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
60.37,Food,Credit Card,India,Bangalore,15,0,NORMAL,0
218.14,Pharmacy,UPI,Germany,Berlin,15,0,NORMAL,0
77.62,Fuel,Debit Card,India,Mumbai,15,0,NORMAL,0
1417.25,Travel,Net Banking,India,Bangalore,15,0,NORMAL,0
23.12,Transportation,Net Banking,UK,London,15,0,NORMAL,0
165.85,Gaming,Net Banking,Germany,Berlin,15,0,NORMAL,0
2003.71,Luxury,UPI,India,Bangalore,15,0,SUSPICIOUS,0
45.26,Food,Wallet,India,Bangalore,15,0,NORMAL,0
4707.49,Electronics,Wallet,UK,London,15,0,NORMAL,0
5600.81,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
5073.57,Luxury,Net Banking,UK,London,15,0,NORMAL,0
458.38,Electronics,UPI,India,Mumbai,15,0,NORMAL,0
13.66,Gaming,Net Banking,Germany,Berlin,15,0,NORMAL,0
17.52,Transportation,Wallet,Singapore,Singapore,15,0,NORMAL,0
48.11,Food,Debit Card,Canada,Toronto,15,0,NORMAL,0
3950.88,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
320.77,Retail,Debit Card,Germany,Berlin,15,0,NORMAL,0
440.97,Retail,Net Banking,Germany,Berlin,15,0,NORMAL,0
304.64,Retail,Credit Card,UK,London,15,0,NORMAL,0
4002.87,Electronics,UPI,India,Mumbai,15,0,NORMAL,0
490.89,Retail,Net Banking,India,Bangalore,15,0,NORMAL,0
361.22,Travel,Wallet,USA,Chicago,15,0,NORMAL,0
2922.55,Travel,UPI,Canada,Toronto,15,0,SUSPICIOUS,0
1894.47,Electronics,Wallet,UK,London,15,0,SUSPICIOUS,0
3625.81,Travel,Net Banking,USA,New York,15,0,SUSPICIOUS,0
1709.46,Electronics,Wallet,UK,London,15,0,SUSPICIOUS,0
3098.25,Electronics,Wallet,Canada,Toronto,15,0,SUSPICIOUS,0
163.54,Pharmacy,Credit Card,India,Mumbai,15,0,NORMAL,0
2705.3,Travel,Credit Card,USA,Chicago,15,0,NORMAL,0
1392.99,Electronics,Wallet,Singapore,Singapore,15,0,NORMAL,0
3164.79,Electronics,Wallet,Singapore,Singapore,15,0,SUSPICIOUS,0
119.63,Transportation,Net Banking,Canada,Toronto,15,0,NORMAL,0
653.01,Travel,Wallet,India,Mumbai,15,0,NORMAL,0
457.5,Travel,Credit Card,USA,Chicago,15,0,NORMAL,0
1558.74,Electronics,UPI,USA,New York,15,0,NORMAL,0
105.44,Gaming,Debit Card,India,Bangalore,15,0,NORMAL,0
2059.75,Travel,UPI,USA,Chicago,15,0,NORMAL,0
80.13,Pharmacy,Net Banking,Germany,Berlin,15,0,NORMAL,0
7.88,Food,Wallet,India,Mumbai,15,0,NORMAL,0
207.19,Retail,Wallet,India,Mumbai,15,0,NORMAL,0
134.7,Retail,UPI,India,Bangalore,15,0,NORMAL,0
337.36,Retail,Net Banking,India,Bangalore,15,0,NORMAL,0
106.17,Transportation,Net Banking,USA,Chicago,15,0,NORMAL,0
183.83,Travel,Credit Card,India,Mumbai,15,0,NORMAL,0
2314.96,Luxury,Wallet,USA,New York,15,0,SUSPICIOUS,0
2979.72,Luxury,Debit Card,USA,Chicago,15,0,SUSPICIOUS,0
242.48,Pharmacy,Net Banking,Germany,Berlin,15,0,NORMAL,0
44.1,Gaming,UPI,India,Bangalore,15,0,NORMAL,0
2396.73,Travel,UPI,India,Bangalore,15,0,NORMAL,0
16.2,Food,Credit Card,USA,New York,15,0,NORMAL,0
1250.96,Electronics,Debit Card,India,Mumbai,15,0,NORMAL,0
282.37,Retail,Debit Card,India,Mumbai,15,0,NORMAL,0
56.39,Fuel,Wallet,Canada,Toronto,15,0,NORMAL,0
3113.9,Electronics,Credit Card,USA,Chicago,15,0,NORMAL,0
69.12,Food,UPI,USA,Chicago,15,0,NORMAL,0
66.02,Food,Net Banking,USA,New York,15,0,NORMAL,0
54.05,Fuel,UPI,USA,Chicago,15,0,NORMAL,0
2579.26,Electronics,Net Banking,Germany,Berlin,15,0,NORMAL,0
67.23,Transportation,Credit Card,India,Bangalore,15,0,NORMAL,0
83.69,Pharmacy,UPI,India,Mumbai,15,0,NORMAL,0
226.68,Pharmacy,Credit Card,Germany,Berlin,15,0,NORMAL,0
3201.78,Electronics,Debit Card,Germany,Berlin,15,0,SUSPICIOUS,0
183.72,Gaming,UPI,UK,London,15,0,NORMAL,0
7301.89,Luxury,Wallet,India,Mumbai,15,0,NORMAL,0
3300.69,Luxury,Wallet,USA,Chicago,15,0,SUSPICIOUS,0
75.55,Transportation,Net Banking,USA,New York,15,0,NORMAL,0
7089.17,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
74.56,Food,Debit Card,Singapore,Singapore,15,0,NORMAL,0
294.94,Retail,Wallet,USA,Chicago,15,0,NORMAL,0
40.17,Transportation,UPI,Canada,Toronto,15,0,NORMAL,0
4851.43,Electronics,Net Banking,USA,Chicago,15,0,NORMAL,0
3884.87,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
2622.03,Electronics,Wallet,Canada,Toronto,15,0,NORMAL,0
55.19,Food,Wallet,India,Bangalore,15,0,NORMAL,0
95.34,Retail,Wallet,India,Mumbai,15,0,NORMAL,0
94.67,Fuel,Debit Card,UK,London,15,0,NORMAL,0
4967.28,Electronics,Net Banking,Germany,Berlin,15,0,NORMAL,0
2926.19,Travel,Credit Card,India,Mumbai,15,0,SUSPICIOUS,0
290.62,Retail,Net Banking,Singapore,Singapore,15,0,NORMAL,0
180.66,Retail,UPI,India,Mumbai,15,0,NORMAL,0
51.17,Food,Wallet,USA,New York,15,0,NORMAL,0
3593.67,Travel,Net Banking,Germany,Berlin,15,0,SUSPICIOUS,0
2918.69,Travel,UPI,Canada,Toronto,15,0,SUSPICIOUS,0
29.88,Fuel,Wallet,UK,London,15,0,NORMAL,0
42.26,Food,Net Banking,Canada,Toronto,15,0,NORMAL,0
5711.65,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
486.29,Retail,UPI,Germany,Berlin,15,0,NORMAL,0
3795.09,Electronics,UPI,USA,New York,15,0,NORMAL,0
2396.78,Travel,UPI,UK,London,15,0,NORMAL,0
2070.53,Electronics,Debit Card,USA,New York,15,0,NORMAL,0
2733.15,Electronics,Net Banking,USA,New York,15,0,SUSPICIOUS,0
51.79,Gaming,Wallet,USA,New York,15,0,NORMAL,0
27.59,Transportation,Wallet,Germany,Berlin,15,0,NORMAL,0
165.73,Gaming,Debit Card,India,Mumbai,15,0,NORMAL,0
1756.71,Luxury,Credit Card,India,Bangalore,15,0,SUSPICIOUS,0
320.11,Retail,UPI,India,Bangalore,15,0,NORMAL,0
1372.38,Luxury,Net Banking,UK,London,15,0,NORMAL,0
400.06,Retail,Debit Card,India,Mumbai,15,0,NORMAL,0
4968.6,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
405.66,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
143.35,Retail,Credit Card,USA,New York,15,0,NORMAL,0
60.61,Gaming,UPI,Singapore,Singapore,15,0,NORMAL,0
109.86,Pharmacy,Debit Card,India,Mumbai,15,0,NORMAL,0
13.76,Food,Wallet,USA,Chicago,15,0,NORMAL,0
3638.91,Travel,UPI,India,Bangalore,15,0,SUSPICIOUS,0
55.36,Food,Net Banking,Singapore,Singapore,15,0,NORMAL,0
3136.47,Electronics,UPI,USA,New York,15,0,NORMAL,0
29.75,Food,Wallet,India,Mumbai,15,0,NORMAL,0
221.3,Pharmacy,Net Banking,Singapore,Singapore,15,0,NORMAL,0
25.1,Food,Debit Card,USA,Chicago,15,0,NORMAL,0
3489.52,Electronics,Credit Card,USA,Chicago,15,0,NORMAL,0
6.07,Food,Credit Card,Singapore,Singapore,15,0,NORMAL,0
4246.73,Travel,Net Banking,UK,London,15,0,SUSPICIOUS,0
152.88,Pharmacy,Net Banking,UK,London,15,0,NORMAL,0
3990.87,Electronics,UPI,Germany,Berlin,15,0,SUSPICIOUS,0
15.07,Gaming,Net Banking,USA,Chicago,15,0,NORMAL,0
224.76,Retail,Net Banking,USA,Chicago,15,0,NORMAL,0
1169.12,Electronics,Credit Card,Canada,Toronto,15,0,NORMAL,0
1554.61,Electronics,Credit Card,Germany,Berlin,15,0,SUSPICIOUS,0
2079.34,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
1792.49,Travel,Debit Card,Canada,Toronto,15,0,SUSPICIOUS,0
3636.13,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
44.07,Food,Wallet,Germany,Berlin,15,0,NORMAL,0
1118.09,Travel,Credit Card,Canada,Toronto,15,0,NORMAL,0
15.97,Food,UPI,USA,Chicago,15,0,NORMAL,0
14.17,Food,Wallet,India,Mumbai,15,0,NORMAL,0
320.74,Retail,Debit Card,USA,Chicago,15,0,NORMAL,0
320.08,Retail,UPI,India,Mumbai,15,0,NORMAL,0
52.06,Transportation,Credit Card,Germany,Berlin,15,0,NORMAL,0
2566.6,Electronics,Net Banking,Canada,Toronto,15,0,NORMAL,0
42.26,Gaming,UPI,UK,London,15,0,NORMAL,0
248.42,Pharmacy,Net Banking,Canada,Toronto,15,0,NORMAL,0
378.11,Retail,UPI,USA,New York,15,0,NORMAL,0
176.12,Pharmacy,Wallet,Germany,Berlin,15,0,NORMAL,0
96.52,Gaming,Wallet,Germany,Berlin,15,0,NORMAL,0
94.93,Fuel,UPI,India,Mumbai,15,0,NORMAL,0
1837.35,Travel,UPI,India,Mumbai,15,0,NORMAL,0
4080.32,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
99.21,Gaming,UPI,India,Mumbai,15,0,NORMAL,0
13.27,Pharmacy,UPI,India,Bangalore,15,0,NORMAL,0
1527.02,Travel,Credit Card,USA,New York,15,0,NORMAL,0
5734.49,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
2967.01,Electronics,Debit Card,USA,New York,15,0,NORMAL,0
104.35,Transportation,Debit Card,USA,New York,15,0,NORMAL,0
4088.29,Luxury,Wallet,UK,London,15,0,NORMAL,0
13.24,Transportation,Debit Card,Canada,Toronto,15,0,NORMAL,0
142.88,Retail,Wallet,Singapore,Singapore,15,0,NORMAL,0
54.37,Transportation,UPI,UK,London,15,0,NORMAL,0
1481.58,Luxury,Net Banking,Germany,Berlin,15,0,NORMAL,0
107.99,Transportation,Credit Card,UK,London,15,0,NORMAL,0
5619.24,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
3035.3,Electronics,UPI,India,Mumbai,15,0,SUSPICIOUS,0
115.8,Pharmacy,Net Banking,USA,New York,15,0,NORMAL,0
1909.9,Travel,Wallet,UK,London,15,0,NORMAL,0
1628.96,Electronics,Wallet,India,Bangalore,15,0,SUSPICIOUS,0
101.74,Fuel,Credit Card,Canada,Toronto,15,0,NORMAL,0
57.65,Food,Debit Card,India,Bangalore,15,0,NORMAL,0
1213.03,Travel,Credit Card,India,Mumbai,15,0,NORMAL,0
25.57,Food,UPI,USA,New York,15,0,NORMAL,0
179.64,Gaming,Wallet,India,Bangalore,15,0,NORMAL,0
4489.72,Electronics,Wallet,Canada,Toronto,15,0,NORMAL,0
76.67,Pharmacy,Credit Card,Singapore,Singapore,15,0,NORMAL,0
26.79,Transportation,UPI,USA,New York,15,0,NORMAL,0
101.3,Transportation,Debit Card,India,Bangalore,15,0,NORMAL,0
991.8,Travel,Net Banking,India,Bangalore,15,0,NORMAL,0
583.99,Travel,Credit Card,India,Mumbai,15,0,NORMAL,0
7991.44,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
45.45,Food,Wallet,Germany,Berlin,15,0,NORMAL,0
47.76,Food,Debit Card,Canada,Toronto,15,0,NORMAL,0
30.38,Food,Net Banking,UK,London,15,0,NORMAL,0
7546.0,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
251.53,Retail,Debit Card,India,Mumbai,15,0,NORMAL,0
2494.02,Luxury,Net Banking,UK,London,15,0,NORMAL,0
4286.42,Electronics,Debit Card,UK,London,15,0,SUSPICIOUS,0
8440.32,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
1880.65,Electronics,Wallet,Singapore,Singapore,15,0,SUSPICIOUS,0
4429.61,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
1755.67,Electronics,UPI,USA,Chicago,15,0,SUSPICIOUS,0
78.68,Food,Wallet,Germany,Berlin,15,0,NORMAL,0
135.72,Gaming,UPI,Germany,Berlin,15,0,NORMAL,0
3795.65,Luxury,Wallet,India,Mumbai,15,0,NORMAL,0
7743.4,Luxury,Wallet,Canada,Toronto,15,0,NORMAL,0
4311.2,Electronics,Net Banking,Germany,Berlin,15,0,NORMAL,0
508.26,Travel,UPI,India,Mumbai,15,0,NORMAL,0
199.16,Pharmacy,Credit Card,UK,London,15,0,NORMAL,0
4934.88,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
1381.31,Travel,Net Banking,Germany,Berlin,15,0,NORMAL,0
21.4,Food,Credit Card,India,Mumbai,15,0,NORMAL,0
63.9,Food,Debit Card,Germany,Berlin,15,0,NORMAL,0
43.27,Transportation,Credit Card,UK,London,15,0,NORMAL,0
180.91,Pharmacy,Credit Card,Germany,Berlin,15,0,NORMAL,0
92.08,Gaming,Wallet,Canada,Toronto,15,0,NORMAL,0
19.36,Transportation,Debit Card,UK,London,15,0,NORMAL,0
175.25,Retail,Debit Card,USA,Chicago,15,0,NORMAL,0
2947.75,Travel,Credit Card,USA,Chicago,15,0,SUSPICIOUS,0
140.96,Retail,UPI,Singapore,Singapore,15,0,NORMAL,0
575.81,Travel,Debit Card,India,Bangalore,15,0,NORMAL,0
4228.59,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
74.28,Pharmacy,Wallet,USA,New York,15,0,NORMAL,0
58.3,Gaming,Credit Card,India,Mumbai,15,0,NORMAL,0
55.95,Transportation,Net Banking,UK,London,15,0,NORMAL,0
2523.26,Electronics,Credit Card,USA,New York,15,0,SUSPICIOUS,0
1648.81,Luxury,Debit Card,USA,Chicago,15,0,NORMAL,0
2408.29,Travel,Wallet,USA,Chicago,15,0,NORMAL,0
4213.82,Electronics,Wallet,Germany,Berlin,15,0,NORMAL,0
6748.01,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
8628.2,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
2393.06,Luxury,Wallet,USA,Chicago,15,0,NORMAL,0
6066.51,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
3950.6,Electronics,Debit Card,UK,London,15,0,SUSPICIOUS,0
4226.58,Electronics,Debit Card,USA,New York,15,0,NORMAL,0
24.8,Transportation,Wallet,Singapore,Singapore,15,0,NORMAL,0
60.81,Pharmacy,Net Banking,India,Bangalore,15,0,NORMAL,0
154.79,Gaming,Net Banking,UK,London,15,0,NORMAL,0
79.77,Retail,Credit Card,USA,Chicago,15,0,NORMAL,0
3623.53,Travel,Wallet,UK,London,15,0,SUSPICIOUS,0
78.37,Food,Net Banking,Singapore,Singapore,15,0,NORMAL,0
1273.76,Luxury,Net Banking,USA,New York,15,0,NORMAL,0
102.27,Transportation,Net Banking,Canada,Toronto,15,0,NORMAL,0
7250.0,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
162.86,Pharmacy,Wallet,India,Mumbai,15,0,NORMAL,0
111.08,Transportation,Net Banking,Canada,Toronto,15,0,NORMAL,0
34.55,Food,UPI,Singapore,Singapore,15,0,NORMAL,0
12.86,Food,Credit Card,Singapore,Singapore,15,0,NORMAL,0
15.83,Food,Credit Card,India,Mumbai,15,0,NORMAL,0
73.41,Gaming,Credit Card,UK,London,15,0,NORMAL,0
6506.24,Luxury,Debit Card,Singapore,Singapore,15,0,NORMAL,0
81.61,Fuel,Net Banking,UK,London,15,0,NORMAL,0
142.16,Fuel,Credit Card,Germany,Berlin,15,0,NORMAL,0
1628.15,Travel,Credit Card,USA,New York,15,0,NORMAL,0
231.41,Retail,UPI,India,Mumbai,15,0,NORMAL,0
8045.32,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
50.5,Transportation,Net Banking,India,Mumbai,15,0,NORMAL,0
2138.99,Electronics,Wallet,Germany,Berlin,15,0,NORMAL,0
1860.68,Travel,Wallet,Canada,Toronto,15,0,NORMAL,0
2569.24,Luxury,Net Banking,USA,New York,15,0,NORMAL,0
2253.53,Electronics,Debit Card,USA,New York,15,0,NORMAL,0
8450.59,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
4404.91,Electronics,Wallet,Singapore,Singapore,15,0,NORMAL,0
145.23,Gaming,Credit Card,UK,London,15,0,NORMAL,0
1373.45,Travel,UPI,USA,Chicago,15,0,NORMAL,0
220.74,Retail,Credit Card,UK,London,15,0,NORMAL,0
59.58,Gaming,Credit Card,India,Mumbai,15,0,NORMAL,0
45.58,Food,Wallet,Singapore,Singapore,15,0,NORMAL,0
1520.26,Travel,Wallet,UK,London,15,0,NORMAL,0
3509.73,Luxury,Net Banking,USA,Chicago,15,0,NORMAL,0
1821.3,Travel,Wallet,Singapore,Singapore,15,0,NORMAL,0
174.68,Pharmacy,Net Banking,India,Bangalore,15,0,NORMAL,0
103.44,Fuel,Wallet,India,Bangalore,15,0,NORMAL,0
281.85,Retail,Net Banking,USA,New York,15,0,NORMAL,0
57.68,Gaming,Debit Card,India,Bangalore,15,0,NORMAL,0
6112.88,Luxury,Debit Card,Singapore,Singapore,15,0,NORMAL,0
